Date,Open,High,Low,Close,Adj Close,Volume
2019-12-11,7.472440,7.473410,7.471720,7.472800,7.472800,0
2019-12-12,7.473290,7.473700,7.472210,7.473700,7.473700,0
2019-12-13,7.471780,7.473600,7.471230,7.472200,7.472200,0
2019-12-16,7.472520,7.473400,7.472200,7.472490,7.472490,0
2019-12-17,7.473140,7.473400,7.471640,7.472640,7.472640,0
2019-12-18,7.472500,7.472600,7.470690,7.471800,7.471800,0
2019-12-19,7.471680,7.472930,7.471110,7.472000,7.472000,0
2019-12-20,7.471500,7.472500,7.469520,7.471600,7.471600,0
2019-12-23,7.470290,7.472330,7.469030,7.470210,7.470210,0
2019-12-24,7.470720,7.471300,7.470240,7.470710,7.470710,0
2019-12-25,7.471100,7.549600,7.471100,7.471100,7.471100,0
2019-12-26,7.470730,7.472400,7.470200,7.470610,7.470610,0
2019-12-27,7.465570,7.471340,7.464900,7.467900,7.467900,0
2019-12-30,7.468930,7.470670,7.468360,7.468840,7.468840,0
2019-12-31,7.471200,7.472790,7.469050,7.470850,7.470850,0
2020-01-01,7.476400,7.552700,7.449050,7.476400,7.476400,0
2020-01-02,7.470010,7.472500,7.469250,7.470900,7.470900,0
2020-01-03,7.472300,7.473100,7.471550,7.472030,7.472030,0
2020-01-06,7.472480,7.473400,7.472230,7.472650,7.472650,0
2020-01-07,7.472710,7.473400,7.472110,7.472720,7.472720,0
2020-01-08,7.472200,7.473000,7.471660,7.471750,7.471750,0
2020-01-09,7.472070,7.473100,7.471860,7.472000,7.472000,0
2020-01-10,7.472550,7.473100,7.471920,7.473000,7.473000,0
2020-01-13,7.472600,7.473200,7.472110,7.472580,7.472580,0
2020-01-14,7.472550,7.473020,7.472080,7.472580,7.472580,0
2020-01-15,7.471930,7.473040,7.471500,7.472200,7.472200,0
2020-01-16,7.472500,7.472900,7.471980,7.472200,7.472200,0
2020-01-17,7.472280,7.472800,7.471770,7.472500,7.472500,0
2020-01-20,7.472110,7.473000,7.471220,7.472220,7.472220,0
2020-01-21,7.471700,7.472500,7.471010,7.471390,7.471390,0
2020-01-22,7.472110,7.472900,7.471910,7.472400,7.472400,0
2020-01-23,7.472400,7.473100,7.471900,7.471950,7.471950,0
2020-01-24,7.472250,7.473100,7.471970,7.472500,7.472500,0
2020-01-27,7.472330,7.472900,7.471900,7.472450,7.472450,0
2020-01-28,7.472190,7.473000,7.471780,7.472500,7.472500,0
2020-01-29,7.472450,7.472900,7.471900,7.472390,7.472390,0
2020-01-30,7.472070,7.472800,7.471760,7.472170,7.472170,0
2020-01-31,7.472300,7.473060,7.472010,7.472180,7.472180,0
2020-02-03,7.472120,7.472910,7.471960,7.472060,7.472060,0
2020-02-04,7.472410,7.472900,7.471970,7.472370,7.472370,0
2020-02-05,7.472060,7.472900,7.471850,7.472400,7.472400,0
2020-02-06,7.472340,7.472800,7.471700,7.472600,7.472600,0
2020-02-07,7.471960,7.472530,7.471310,7.472100,7.472100,0
2020-02-10,7.471790,7.472500,7.471410,7.471660,7.471660,0
2020-02-11,7.471800,7.472300,7.471010,7.472070,7.472070,0
2020-02-12,7.471470,7.472400,7.470560,7.471800,7.471800,0
2020-02-13,7.471770,7.472200,7.471040,7.471680,7.471680,0
2020-02-14,7.470950,7.472240,7.470150,7.471300,7.471300,0
2020-02-17,7.470500,7.471100,7.469200,7.470200,7.470200,0
2020-02-18,7.469910,7.470760,7.468950,7.469750,7.469750,0
2020-02-19,7.469160,7.469700,7.467540,7.469110,7.469110,0
2020-02-20,7.468900,7.469070,7.466860,7.468800,7.468800,0
2020-02-21,7.467410,7.470020,7.466570,7.467510,7.467510,0
2020-02-24,7.468830,7.471460,7.468500,7.469270,7.469270,0
2020-02-25,7.469990,7.471130,7.469200,7.470700,7.470700,0
2020-02-26,7.469920,7.471810,7.469380,7.469940,7.469940,0
2020-02-27,7.471600,7.472690,7.470320,7.471400,7.471400,0
2020-02-28,7.471270,7.473130,7.471180,7.471470,7.471470,0
2020-03-02,7.469980,7.473110,7.469510,7.470080,7.470080,0
2020-03-03,7.471430,7.473040,7.471430,7.472330,7.472330,0
2020-03-04,7.472020,7.472800,7.471440,7.472170,7.472170,0
2020-03-05,7.471860,7.472700,7.469230,7.472400,7.472400,0
2020-03-06,7.469630,7.470170,7.468160,7.469020,7.469020,0
2020-03-09,7.469100,7.472500,7.465430,7.469180,7.469180,0
2020-03-10,7.465570,7.472600,7.464160,7.466270,7.466270,0
2020-03-11,7.472410,7.473100,7.471230,7.472200,7.472200,0
2020-03-12,7.471760,7.473080,7.469770,7.471560,7.471560,0
2020-03-13,7.471630,7.473420,7.470370,7.472030,7.472030,0
2020-03-16,7.471120,7.473160,7.469170,7.470080,7.470080,0
2020-03-17,7.471090,7.473100,7.469230,7.471110,7.471110,0
2020-03-18,7.471100,7.473600,7.469670,7.471130,7.471130,0
2020-03-19,7.472320,7.473680,7.463650,7.472100,7.472100,0
2020-03-20,7.470090,7.473200,7.464680,7.469600,7.469600,0
2020-03-23,7.466720,7.472620,7.463980,7.466930,7.466930,0
2020-03-24,7.465970,7.468140,7.459920,7.466550,7.466550,0
2020-03-25,7.464350,7.469090,7.461400,7.464210,7.464210,0
2020-03-26,7.467920,7.469800,7.461730,7.467520,7.467520,0
2020-03-27,7.462570,7.465900,7.458250,7.462400,7.462400,0
2020-03-30,7.461050,7.468000,7.460490,7.460630,7.460630,0
2020-03-31,7.466520,7.468500,7.460850,7.466690,7.466690,0
2020-04-01,7.465220,7.466600,7.461010,7.465350,7.465350,0
2020-04-02,7.463900,7.467090,7.462180,7.462510,7.462510,0
2020-04-03,7.466490,7.469730,7.465500,7.467000,7.467000,0
2020-04-06,7.464730,7.468700,7.463840,7.465130,7.465130,0
2020-04-07,7.465300,7.467320,7.462580,7.465200,7.465200,0
2020-04-08,7.466200,7.470500,7.461000,7.465090,7.465090,0
2020-04-09,7.463300,7.466000,7.461810,7.463400,7.463400,0
2020-04-10,7.461530,7.466200,7.460920,7.462140,7.462140,0
2020-04-13,7.463500,7.467300,7.462350,7.463010,7.463010,0
2020-04-14,7.463140,7.467100,7.461460,7.465000,7.465000,0
2020-04-15,7.461630,7.467600,7.460690,7.461850,7.461850,0
2020-04-16,7.461330,7.463630,7.458430,7.462700,7.462700,0
2020-04-17,7.460100,7.461210,7.458290,7.459580,7.459580,0
2020-04-20,7.458880,7.460200,7.456630,7.459070,7.459070,0
2020-04-21,7.457920,7.458600,7.455300,7.457390,7.457390,0
2020-04-22,7.456400,7.458900,7.455740,7.455640,7.455640,0
2020-04-23,7.457030,7.459700,7.456030,7.458200,7.458200,0
2020-04-24,7.456300,7.459300,7.455730,7.456410,7.456410,0
2020-04-27,7.458200,7.459400,7.456090,7.457400,7.457400,0
2020-04-28,7.456470,7.457320,7.454970,7.456900,7.456900,0
2020-04-29,7.455040,7.459440,7.454860,7.455600,7.455600,0
2020-04-30,7.457100,7.462940,7.455470,7.457800,7.457800,0
2020-05-01,7.460000,7.461930,7.458430,7.461300,7.461300,0
2020-05-04,7.460580,7.463950,7.459290,7.461200,7.461200,0
2020-05-05,7.459400,7.462480,7.458760,7.459160,7.459160,0
2020-05-06,7.461700,7.463400,7.459150,7.461800,7.461800,0
2020-05-07,7.460400,7.460940,7.459200,7.460100,7.460100,0
2020-05-08,7.459470,7.460430,7.457940,7.460000,7.460000,0
2020-05-11,7.458310,7.459760,7.455950,7.458120,7.458120,0
2020-05-12,7.458360,7.459230,7.454820,7.458160,7.458160,0
2020-05-13,7.456700,7.458500,7.454280,7.456500,7.456500,0
2020-05-14,7.456100,7.458720,7.455100,7.455900,7.455900,0
2020-05-15,7.455740,7.458730,7.454900,7.456000,7.456000,0
2020-05-18,7.454510,7.455700,7.453770,7.455400,7.455400,0
2020-05-19,7.455600,7.456380,7.452870,7.455300,7.455300,0
2020-05-20,7.455040,7.456690,7.453020,7.455090,7.455090,0
2020-05-21,7.455710,7.457170,7.455130,7.455770,7.455770,0
2020-05-22,7.456960,7.458630,7.456010,7.457300,7.457300,0
2020-05-25,7.455800,7.457250,7.453710,7.453900,7.453900,0
2020-05-26,7.453410,7.458170,7.452890,7.455400,7.455400,0
2020-05-27,7.458070,7.459130,7.453740,7.456660,7.456660,0
2020-05-28,7.455430,7.456200,7.453090,7.455220,7.455220,0
2020-05-29,7.453860,7.455010,7.452240,7.454100,7.454100,0
2020-06-01,7.453180,7.455610,7.452060,7.453350,7.453350,0
2020-06-02,7.455070,7.456800,7.451640,7.455120,7.455120,0
2020-06-03,7.453490,7.456410,7.452010,7.453590,7.453590,0
2020-06-04,7.454390,7.456310,7.452900,7.454510,7.454510,0
2020-06-05,7.454660,7.456970,7.454290,7.454720,7.454720,0
2020-06-08,7.455570,7.456900,7.454200,7.455570,7.455570,0
2020-06-09,7.454310,7.457490,7.453940,7.454390,7.454390,0
2020-06-10,7.454380,7.457350,7.453490,7.454390,7.454390,0
2020-06-11,7.453710,7.455500,7.453200,7.453640,7.453640,0
2020-06-12,7.453980,7.455900,7.453570,7.454030,7.454030,0
2020-06-15,7.454240,7.457220,7.453750,7.454600,7.454600,0
2020-06-16,7.455440,7.457200,7.453950,7.455700,7.455700,0
2020-06-17,7.455870,7.457000,7.454830,7.455820,7.455820,0
